Unnamed: 0,QUANTIDADE,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Concentração,Volumes,Unidades,Medida
619,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020807,1883000760233,7898560665028,    -     ,    -     ,HEPTRIS,"80 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,8 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"809,28","809,28","919,64","975,04","975,04","980,95","980,95","986,93","986,93","1011,60","1118,78","1271,35","1347,94","1347,94","1356,11","1356,11","1364,37","1364,37","1398,48",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,10,"0,8 ML"
620,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060020907,1883000760241,7898560665059,    -     ,    -     ,HEPTRIS,"80 MG SOL INJ CT 10 SER VD TRANS PREENCH X 0,8 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"798,45","798,45","907,33","961,99","961,99","967,82","967,82","973,72","973,72","998,06","1103,81","1254,33","1329,89","1329,89","1337,95","1337,95","1346,11","1346,11","1379,76",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),80 MG ,CT,10,"0,8 ML"
621,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060021007,1883000760251,7898560665066,    -     ,    -     ,HEPTRIS,"100 MG SOL INJ CT 2 SER VD TRANS PREENCH X 1,0 ML",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"203,95","203,95","231,76","245,72","245,72","247,21","247,21","248,72","248,72","254,94","281,95","320,39","339,69","339,69","341,75","341,75","343,84","343,84","352,44",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),100 MG ,CT,2,"1,0 ML"
622,1,ENOXAPARINA SÓDICA,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521060021107,1883000760268,7898560665073,    -     ,    -     ,HEPTRIS,"100 MG SOL INJ CT 2 SER VD TRANS PREENCH X 1,0 ML + SIST SEGURANÇA",B1B2 - HEPARINAS FRACIONADAS,Biológico,Regulado,"201,25","201,25","228,69","242,47","242,47","243,94","243,94","245,43","245,43","251,56","278,22","316,15","335,20","335,20","337,23","337,23","339,29","339,29","347,77",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),100 MG ,CT,2,"1,0 ML"
630,1,GANCICLOVIR SÓDICO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511205101159317,1031101000052,7896727842756,    -     ,    -     ,CYMEVIR,1 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 250 ML,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,"96,99","96,99","110,22","116,86","116,86","117,56","117,56","118,28","118,28","121,24",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),1 MG/ML ,,,250 ML
631,1,GANCICLOVIR SÓDICO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511221060045003,1031101000060,7896727842855,    -     ,    -     ,CYMEVIR,1 MG/ML SOL INFUS IV CX 10 ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 250 ML,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,"951,12","951,12","1080,82","1145,93","1145,93","1152,87","1152,87","1159,90","1159,90","1188,90",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),1 MG/ML ,CX,10,250 ML
638,1,GANCICLOVIR SÓDICO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220120044107,1031101000370,7896727870889,    -     ,    -     ,CYMEVIR,1 MG/ML SOL INFUS IV ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 250 ML,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,"96,99","96,99","110,22","116,86","116,86","117,56","117,56","118,28","118,28","121,24",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),1 MG/ML ,,,250 ML
649,1,GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090040807,1031101770011,7896727870568,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"3,22","3,22","3,66","3,88","3,88","3,90","3,90","3,93","3,93","4,03",,,,,,,,,,Sim,Não,Não,Não,(7),Positiva,Não,Tarja Vermelha(*),50 MG/ML ,,,100 ML
650,1,GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090041107,1031101770052,7896727870636,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV CX 80 BOLS PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"257,34","257,34","292,43","310,05","310,05","311,93","311,93","313,83","313,83","321,68",,,,,,,,,,Sim,Não,Não,Não,(7),Positiva,Não,Tarja Vermelha(*),50 MG/ML ,CX,80,100 ML
651,1,GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090041207,1031101770060,7896727870643,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV CX 100 BOLS PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"321,68","321,68","365,55","387,57","387,57","389,92","389,92","392,29","392,29","402,10",,,,,,,,,,Sim,Não,Não,Não,(7),Positiva,Sim,Tarja Vermelha(*),50 MG/ML ,CX,100,100 ML
653,1,GLICOSE,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509501114152419,1004101070126,7897947706521,    -     ,    -     ,GLICOSE,50 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"5,48","5,48","6,23","6,60","6,60","6,64","6,64","6,68","6,68","6,85",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,,,100 ML
661,1,GLICOSE,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520902414158319,1008500240206,7891543000090,    -     ,    -     ,SOLUÇÃO DE GLICOSE B. BRAUN,50 MG/ML SOL INJ IV CX 50 FA PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"276,59","276,59","314,31","333,24","333,24","335,26","335,26","337,30","337,30","345,74",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,CX,50,100 ML
681,1,GLICOSE,21.561.931/0003-09,LABORATÓRIO SANOBIOL LTDA,520100521157416,1013900100221,7898153652312,    -     ,    -     ,SOLUÇÃO DE GLICOSE,50 MG/ML SOL INJ IV CX 80 BOLS PLAS SIST FECH X 100ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"404,04","404,04","459,14","486,80","486,80","489,75","489,75","492,73","492,73","505,05",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,CX,80,100ML
694,1,GLICOSE,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721030091017,1029805380152,7896676436303,    -     ,    -     ,SOLUÇÃO DE GLICOSE,50 MG/ML SOL INJ IV CX 80 BOLS PLAS SIST FECH X 100ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"404,04","404,04","459,14","486,80","486,80","489,75","489,75","492,73","492,73","505,05",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja -(*),50 MG/ML ,CX,80,100ML
697,1,GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511214090025803,1031100131412,7896727840196,    -     ,    -     ,GLICOSE  HALEX ISTAR,50 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"5,10","5,10","5,80","6,14","6,14","6,18","6,18","6,22","6,22","6,38",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,50 MG/ML ,,,100 ML
703,1,GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511216120032303,1031100132044,7896727841049,    -     ,    -     ,GLICOSE  HALEX ISTAR,50 MG/ML SOL INJ IV CX 100 BOLS PP TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"552,43","552,43","627,76","665,58","665,58","669,61","669,61","673,70","673,70","690,54",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,CX,100,100 ML
735,1,GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503314110006603,1034600050191,7898170783334,    -     ,    -     ,GLICOSE BEKER,50 MG/ML SOL INJ IV CX 90 BOLS PVC TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"186,97","186,97","212,47","225,27","225,27","226,63","226,63","228,01","228,01","233,71",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,50 MG/ML ,CX,90,100 ML
736,1,GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503315060006903,1034600050203,7898170784539,    -     ,    -     ,GLICOSE BEKER,50 MG/ML SOL INJ IV CX 100 BOLS PVC TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"207,74","207,74","236,07","250,29","250,29","251,81","251,81","253,34","253,34","259,68",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,50 MG/ML ,CX,100,100 ML
737,1,GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503317120008403,1034600050211,7898170784386,    -     ,    -     ,GLICOSE BEKER,50 MG/ML SOL INJ IV CX 100 BOLS PP TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"207,74","207,74","236,07","250,29","250,29","251,81","251,81","253,34","253,34","259,68",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,50 MG/ML ,CX,100,100 ML
750,1,GLICOSE,55.972.087/0001-50,JP INDUSTRIA FARMACEUTICA S/A,514901606156410,1049100200441,7896137650156,    -     ,    -     ,JP GLICOSE,50 MG/ML SOL INJ IV CX 50 BOLS PLAS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"262,63","262,63","298,44","316,42","316,42","318,34","318,34","320,28","320,28","328,29",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,CX,50,100 ML
752,1,GLICOSE,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503206201156411,1068300700282,7898008410050,    -     ,    -     ,BAXTER GLICOSE,50 MG/ML SOL INJ IV CX BOLS PLAS TRANS PVC SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"5,53","5,53","6,28","6,66","6,66","6,70","6,70","6,74","6,74","6,91",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,,,100 ML
769,1,GLICOSE,06.628.333/0001-46,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,508303701150411,1108500220074,7898166041424,    -     ,    -     ,FARMACE-GLICOSE 5% SOLUÇÃO ISOTONICA,50 MG/ML SOL INJ IV CX 60 FR PE TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"331,85","331,85","377,10","399,82","399,82","402,24","402,24","404,70","404,70","414,81",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,CX,60,100 ML
773,1,GLICOSE,58.635.830/0001-75,FARMARIN INDUSTRIA E COMERCIO LTDA,508619040010304,1168800330014,7898179363926,    -     ,    -     ,GLICOSE 5%,50 MG / ML SOL INFUS IV CX FR PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"5,29","5,29","6,01","6,37","6,37","6,41","6,41","6,45","6,45","6,61",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG ,,,100 ML
781,1,GLICOSE,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507901514151414,1177200040197,7898007677065,    -     ,    -     ,SOLUCAO DE GLICOSE,50 MG/ML SOL INJ IV CX 70 FR PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,"372,78","372,78","423,61","449,13","449,13","451,85","451,85","454,61","454,61","465,98",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,50 MG/ML ,CX,70,100 ML
853,1,HEPARINA SÓDICA SUÍNA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718803151411,1029803710031,7896676415445,    -     ,    -     ,HEMOFOL,"5000 UI/0,25 ML SOL INJ CX 25 AMP VD INC X 0,25 ML",B1B1 - HEPARINAS NÃO FRACIONADA,Biológico,Regulado,"186,30","186,30","211,70","224,46","224,46","225,82","225,82","227,20","227,20","232,88",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"5000 UI/0,25 ML ",CX,25,"0,25 ML"
854,1,HEPARINA SÓDICA SUÍNA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506714120054403,1029803710066,7896676425772,    -     ,    -     ,HEMOFOL,"5000 UI/0,25 ML SOL INJ SC CX 36 AMP VD TRANS X 0,25 ML (EMB HOSP)",B1B1 - HEPARINAS NÃO FRACIONADA,Biológico,Regulado,"268,29","268,29","304,88","323,24","323,24","325,20","325,20","327,18","327,18","335,36",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"5000 UI/0,25 ML ",CX,36,"0,25 ML"
856,1,HEPARINA SÓDICA SUÍNA,61.068.755/0001-12,SANVAL COMÉRCIO E INDÚSTRIA LTDA,530820090022407,1071402730016,7896137125869,    -     ,    -     ,PARINEX,"5000 UI/0,25 ML SOL INJ CX 50 AMP VD TRANS X 0,25 ML",B1B1 - HEPARINAS NÃO FRACIONADA,Biológico,Regulado,"348,90","348,90","396,48","420,36","420,36","422,91","422,91","425,49","425,49","436,13",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"5000 UI/0,25 ML ",CX,50,"0,25 ML"
866,1,ISOFLURANO,33.258.401/0001-03,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,513405803171116,1006302220032,7897406113075,    -     ,    -     ,ISOFLURANO,1 ML/ML SOL INAL CT FR VD AMB X 240 ML (REST HOSP) ,N1A1 - ANESTÉSICOS GERAIS INALANTES,Genérico,Regulado,"908,30","908,30","1032,16","1094,34","1094,34","1100,97","1100,97","1107,68","1107,68","1135,38",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,1 ML/ML ,,,240 ML
868,1,ISOFLURANO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506707502171416,1029801300022,7896676405330,    -     ,    -     ,ISOFORINE,1ML/ML SOL INAL CT FR VD AMB X 240 ML,N1A1 - ANESTÉSICOS GERAIS INALANTES,Similar,Regulado,"1051,75","1051,75","1195,17","1267,17","1267,17","1274,85","1274,85","1282,62","1282,62","1314,69",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),1ML/ML ,,,240 ML
870,1,LINEZOLIDA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016010110506,1004311680036,7891317124533,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INJ INFUS IV CX 10 ENV PLAS OPC X BOLS PLAS TRANS X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1731,70","1731,70","1967,84","2086,39","2086,39","2099,03","2099,03","2111,83","2111,83","2164,63",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),2 MG/ML ,CX,10,300 ML
872,1,LINEZOLIDA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506720080084807,1029804670017,7896676435078,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"173,17","173,17","196,78","208,64","208,64","209,90","209,90","211,18","211,18","216,46",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),2 MG/ML ,,,300 ML
873,1,LINEZOLIDA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721070093106,1029804670025,7896676435061,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INFUS IV CX ENVOL 10 BOLS PLAS PP TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1731,68","1731,68","1967,82","2086,36","2086,36","2099,01","2099,01","2111,80","2111,80","2164,60",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),2 MG/ML ,ENVOL,10,300 ML
874,1,LINEZOLIDA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718110076004,1029804710019,7896676433494,    -     ,    -     ,LYNOZ,2 MG/ML SOL INFUS IV CX 1 ENV X BOLS PLAS TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Similar,Regulado,"213,40","213,40","242,50","257,11","257,11","258,67","258,67","260,24","260,24","266,75","295,01","335,24","355,44","355,44","357,60","357,60","359,77","359,77","368,77",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),2 MG/ML ,CX,1,300 ML
875,1,LINEZOLIDA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506718110076104,1029804710027,7896676433524,    -     ,    -     ,LYNOZ,2 MG/ML SOL INFUS IV CX 10 ENV X BOLS PLAS TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Similar,Regulado,"2133,95","2133,95","2424,94","2571,02","2571,02","2586,61","2586,61","2602,38","2602,38","2667,44","2950,06","3352,34","3554,28","3554,28","3575,84","3575,84","3597,64","3597,64","3687,58",Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),2 MG/ML ,CX,10,300 ML
878,1,LINEZOLIDA,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511221110046004,1031101820033,7896727869579,    -     ,    -     ,LIZBI®,2 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PES/PE/PP TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Similar,Regulado,"188,01","188,01","213,65","226,52","226,52","227,89","227,89","229,28","229,28","235,01",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,,,300 ML
879,1,LINEZOLIDA,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503316060007006,1034600190013,7898170784560,    -     ,    -     ,LINEZOLIDA,"2,0 MG/ML SOL INJ IV CX BOLS PLAS TRANS SIST FECH X 300 ML",J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"173,16","173,16","196,77","208,63","208,63","209,89","209,89","211,17","211,17","216,45",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"2,0 MG/ML ",,,300 ML
880,1,LINEZOLIDA,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503316110007106,1034600190021,7898170784720,    -     ,    -     ,LINEZOLIDA,"2,0 MG/ML SOL INJ IV CX 10 BOLS PLAS TRANS SIST FECH X 300 ML",J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1731,62","1731,62","1967,75","2086,29","2086,29","2098,93","2098,93","2111,73","2111,73","2164,53",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"2,0 MG/ML ",CX,10,300 ML
885,1,LINEZOLIDA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522718080081717,1211004300096,7891268107913,    -     ,    -     ,ZYVOX,2 MG/ML SOL INFUS IV CT ENVOL 10 BOLS PLAS  TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Novo,Regulado,"2664,13","2664,13","3027,42","3209,79","3209,79","3229,25","3229,25","3248,94","3248,94","3330,16",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),2 MG/ML ,ENVOL,10,300 ML
886,1,LINEZOLIDA,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720020084007,1211004560098,7891045025898,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INFUS IV CT ENVOL 10 BOLS PLAS PE/PP TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1596,90","1596,90","1814,66","1923,98","1923,98","1935,64","1935,64","1947,44","1947,44","1996,13",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),2 MG/ML ,ENVOL,10,300 ML
887,1,LINEZOLIDA,73.663.650/0001-90,RANBAXY FARMACÊUTICA LTDA,529920110068507,1235202760031,7897076922762,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INJ INFUS IV CX 10 ENV PLAS OPC X BOLS PLAS TRANS X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1731,60","1731,60","1967,73","2086,26","2086,26","2098,91","2098,91","2111,71","2111,71","2164,50",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),2 MG/ML ,CX,10,300 ML
888,1,LINEZOLIDA,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532417080019106,1468200570031,7898524981744,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INJ INFUS IV CX 10 ENV PLAS OPC X BOLS PLAS TRANS X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1731,59","1731,59","1967,72","2086,25","2086,25","2098,90","2098,90","2111,69","2111,69","2164,49",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),2 MG/ML ,CX,10,300 ML
889,1,LINEZOLIDA,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507520050012607,1514300400011,8901148243040,    -     ,    -     ,LINEZOLIDA,2 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"173,17","173,17","196,78","208,64","208,64","209,90","209,90","211,18","211,18","216,46",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),2 MG/ML ,,,300 ML
890,1,LINEZOLIDA,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507520020011907,1514300450017,8901148242852,    -     ,    -     ,LIZRED,2 MG/ML SOL INFUS IV CT ENVOL BOLS PLAS PP TRANS SIST FECH X 300 ML,J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"265,31","265,31","301,49","319,65","319,65","321,59","321,59","323,55","323,55","331,64",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),2 MG/ML ,,,300 ML
893,1,LINEZOLIDA,05.439.635/0001-03,ANTIBIÓTICOS DO BRASIL LTDA,501317100025004,1556200480017,7898564760965,    -     ,    -     ,LINEZOLIDA,"2,0 MG/ML SOL INJ IV CX BOLS PLAS TRANS SIST FECH X 300 ML",J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"173,16","173,16","196,77","208,63","208,63","209,89","209,89","211,17","211,17","216,45",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"2,0 MG/ML ",,,300 ML
894,1,LINEZOLIDA,05.439.635/0001-03,ANTIBIÓTICOS DO BRASIL LTDA,501317100025104,1556200480025,7898564760972,    -     ,    -     ,LINEZOLIDA,"2,0 MG/ML SOL INJ IV CX 10 BOLS PLAS TRANS SIST FECH X 300 ML",J1X9 - TODOS OS OUTROS ANTIBIÓTICOS,Genérico,Regulado,"1731,62","1731,62","1967,75","2086,29","2086,29","2098,93","2098,93","2111,73","2111,73","2164,53",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"2,0 MG/ML ",CX,10,300 ML
897,1,CLORIDRATO DE MIDAZOLAM,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070032817,1004102120119,7899498608569,    -     ,    -     ,CLORIDRATO DE MIDAZOLAM,5 MG/ML SOL INJ IM/IV/RET CX 50 AMP VD TRANS X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,"1064,18","1064,18","1209,30","1282,14","1282,14","1289,91","1289,91","1297,78","1297,78","1330,23",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Preta(*),5 MG/ML ,CX,50,10 ML
